full_name,jersey_number,id,first_name,last_name,position,primary_position,played,active,starter,on_court,sr_id,reference,team,opp,year,home_pts,away_pts,W/L,statistics.minutes,statistics.field_goals_made,statistics.field_goals_att,statistics.field_goals_pct,statistics.three_points_made,statistics.three_points_att,statistics.three_points_pct,statistics.two_points_made,statistics.two_points_att,statistics.two_points_pct,statistics.blocked_att,statistics.free_throws_made,statistics.free_throws_att,statistics.free_throws_pct,statistics.offensive_rebounds,statistics.defensive_rebounds,statistics.rebounds,statistics.assists,statistics.turnovers,statistics.steals,statistics.blocks,statistics.assists_turnover_ratio,statistics.personal_fouls,statistics.tech_fouls,statistics.flagrant_fouls,statistics.pls_min,statistics.points,statistics.double_double,statistics.triple_double,statistics.effective_fg_pct,statistics.efficiency,statistics.efficiency_game_score,statistics.fouls_drawn,statistics.offensive_fouls,statistics.points_in_paint,statistics.points_in_paint_att,statistics.points_in_paint_made,statistics.points_in_paint_pct,statistics.points_off_turnovers,statistics.true_shooting_att,statistics.true_shooting_pct,statistics.coach_ejections,statistics.coach_tech_fouls,statistics.second_chance_pts,statistics.second_chance_pct,statistics.fast_break_pts,statistics.fast_break_att,statistics.fast_break_made,statistics.fast_break_pct,statistics.defensive_rating,statistics.offensive_rating,statistics.minus,statistics.plus,statistics.defensive_rebounds_pct,statistics.offensive_rebounds_pct,statistics.rebounds_pct,statistics.steals_pct,statistics.turnovers_pct,statistics.second_chance_att,statistics.second_chance_made,statistics.tech_fouls_non_unsportsmanlike,not_playing_reason,not_playing_description,name_suffix,ejected
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Hornets,2021-11-09T03:30:00+00:00,126,123,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Rectus Abdominis; Strain,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Heat,2021-11-11T03:00:00+00:00,120,117,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Rectus Abdominis; Strain,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Timberwolves,2021-11-13T03:30:00+00:00,83,107,L,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Rectus Abdominis; Strain,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Spurs,2021-11-14T20:30:00+00:00,114,106,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Rectus Abdominis; Strain,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Bulls,2021-11-16T03:30:00+00:00,103,121,L,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Rectus Abdominis; Strain,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Bucks,2021-11-18T00:30:00+00:00,109,102,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Rectus Abdominis; Strain,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,False,sr:player:608028,2544,Lakers,Celtics,2021-11-20T00:30:00+00:00,130,108,W,32:04,10,16,62.5,3,7,42.9,7,9,77.8,0,0,1,0.0,1,5,6,2,3,2,0,0.67,3,0,0,-4,23,False,False,71.9,23,16.8,3,0,4,3,2,66.7,2,16.44,70.0,0,0,0,0.0,2.0,1.0,1.0,100.0,118.882656668821,114.084015039745,89.0,85.0,19.6958091694934,3.25409021061195,10.6920106920107,2.80525018156203,15.4320987654321,1.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Pistons,2021-11-21T23:00:00+00:00,116,121,L,21:26,4,7,57.1,1,3,33.3,3,4,75.0,0,1,1,100.0,0,1,1,5,2,0,0,2.5,1,0,1,-15,10,False,False,64.3,12,8.1,2,1,4,3,2,66.7,0,7.44,67.2,0,0,0,0.0,2.0,1.0,1.0,100.0,114.669721603761,120.393225353911,69.0,54.0,4.7648985804573,0.0,2.48833592534992,0.0,21.1864406779661,0.0,0.0,0.0,,,,True
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,True,,False,sr:player:608028,2544,Lakers,Knicks,2021-11-24T00:30:00+00:00,106,100,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NWT - League Suspension,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,False,sr:player:608028,2544,Lakers,Pacers,2021-11-25T00:00:00+00:00,116,124,L,43:28,13,29,44.8,5,12,41.7,8,17,47.1,1,8,9,88.9,0,5,5,6,2,1,2,3.0,2,0,0,-3,39,False,False,53.4,39,28.8,8,1,10,9,5,55.6,4,32.96,59.2,0,0,1,0.0,6.0,2.0,2.0,100.0,105.109931270649,121.337725273922,96.0,93.0,10.6958346787213,0.0,5.86214016045304,1.09297701091272,5.720823798627,1.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Kings,2021-11-27T03:30:00+00:00,137,141,L,49:45,10,25,40.0,2,13,15.4,8,12,66.7,0,8,11,72.7,1,6,7,11,7,1,0,1.57,4,0,0,-7,30,True,False,44.0,28,17.9,8,1,12,7,6,85.7,5,29.84,50.3,0,0,0,0.0,0.0,0.0,0.0,0.0,110.96038492431,97.7217969246749,113.0,106.0,13.0999826719806,2.58435032304379,8.28441271779458,0.961089601010517,19.0010857763301,2.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Pistons,2021-11-29T02:30:00+00:00,110,106,W,37:24,12,20,60.0,4,9,44.4,8,11,72.7,0,5,8,62.5,0,5,5,9,2,2,1,4.5,1,0,0,14,33,False,False,70.0,42,30.7,6,0,14,9,7,77.8,7,23.52,70.2,0,0,2,100.0,7.0,4.0,3.0,75.0,105.097409298066,131.011189334985,78.0,92.0,13.3689839572193,0.0,6.75485505206867,2.50766404824746,7.83699059561129,1.0,1.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Kings,2021-12-01T03:00:00+00:00,92,117,L,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Health and Safety Protocols,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Clippers,2021-12-04T03:00:00+00:00,115,119,L,36:15,9,23,39.1,2,8,25.0,7,15,46.7,1,3,5,60.0,3,8,11,6,3,2,0,2.0,2,0,0,-5,23,True,False,43.5,26,16.6,6,0,12,11,6,54.5,2,25.2,45.6,0,0,2,0.0,5.0,3.0,2.0,66.7,123.541616628966,103.441238537404,89.0,84.0,29.4252873563218,9.6888141295206,18.9162561576355,2.77132258483567,10.6382978723404,2.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,False,sr:player:608028,2544,Lakers,Celtics,2021-12-08T03:00:00+00:00,117,102,W,36:16,13,19,68.4,2,5,40.0,11,14,78.6,0,2,2,100.0,2,2,4,5,3,0,0,1.67,2,0,0,18,30,False,False,73.7,31,23.6,3,0,16,11,8,72.7,2,19.88,75.5,0,0,4,50.0,4.0,3.0,2.0,66.7,108.940022232446,139.528234027413,74.0,92.0,5.88235294117647,6.61764705882353,6.22837370242215,0.0,13.1118881118881,4.0,2.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,False,sr:player:608028,2544,Lakers,Grizzlies,2021-12-10T01:00:00+00:00,108,95,W,37:24,7,15,46.7,1,6,16.7,6,9,66.7,0,5,5,100.0,0,10,10,11,5,4,2,2.2,1,0,0,2,20,True,True,50.0,38,23.0,5,0,12,7,6,85.7,9,17.2,58.1,0,0,0,0.0,6.0,2.0,2.0,100.0,95.5499075137804,109.104182006907,76.0,78.0,24.6812011517894,0.0,13.9502441292723,5.0868904474556,22.5225225225225,2.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Thunder,2021-12-11T01:00:00+00:00,95,116,L,34:41,13,20,65.0,4,6,66.7,9,14,64.3,0,3,4,75.0,0,5,5,6,2,3,2,3.0,2,0,0,19,33,False,False,75.0,40,31.1,3,0,16,11,8,72.7,4,21.76,75.8,0,0,5,100.0,4.0,2.0,2.0,100.0,93.4875097815282,147.334376633925,69.0,88.0,12.8143520743232,0.0,7.06096951034138,4.22967611255168,8.41750841750842,2.0,2.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,True,sr:player:608028,2544,Lakers,Magic,2021-12-13T02:30:00+00:00,106,94,W,37:11,12,20,60.0,3,7,42.9,9,13,69.2,0,3,4,75.0,1,10,11,10,6,0,3,1.67,2,0,0,14,30,True,True,67.5,40,26.4,3,1,16,9,8,88.9,4,21.76,68.9,0,0,4,100.0,8.0,4.0,4.0,100.0,93.3039271111279,118.078769789396,71.0,85.0,24.8250181015757,3.31000241354343,15.604297092419,0.0,21.6138328530259,2.0,2.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,True,sr:player:608028,2544,Lakers,Mavericks,2021-12-16T00:30:00+00:00,104,107,L,42:58,9,19,47.4,4,9,44.4,5,10,50.0,0,2,3,66.7,0,3,3,5,2,1,0,2.5,1,0,0,-6,24,False,False,57.9,23,16.9,4,0,8,8,4,50.0,4,20.32,59.1,0,0,0,0.0,4.0,3.0,2.0,66.7,101.163941490953,108.875900320981,87.0,81.0,7.4010861132661,0.0,3.81499284188974,1.13708918898508,8.96057347670251,1.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,False,sr:player:608028,2544,Lakers,Timberwolves,2021-12-18T03:00:00+00:00,110,92,W,35:30,5,13,38.5,2,6,33.3,3,7,42.9,3,6,8,75.0,1,9,10,5,4,1,2,1.25,5,0,0,-11,18,True,False,46.2,21,13.4,7,1,6,6,3,50.0,0,16.52,54.5,0,0,4,100.0,0.0,0.0,0.0,0.0,97.8016688307244,93.5000703478554,86.0,75.0,24.3376853847129,2.87679496273202,13.9391096132376,1.24548050155126,19.4931773879142,2.0,2.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Bulls,2021-12-20T01:00:00+00:00,115,110,W,39:24,11,21,52.4,1,7,14.3,10,14,71.4,2,8,11,72.7,1,13,14,6,4,1,2,1.5,5,0,0,-1,31,True,False,54.8,37,24.7,7,1,20,14,10,71.4,0,25.84,60.0,0,0,5,100.0,6.0,2.0,2.0,100.0,108.049427364499,116.630409465888,93.0,92.0,29.8813103816563,3.38399455176877,19.1632949897917,1.21049089689662,13.4048257372654,2.0,2.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,False,sr:player:608028,2544,Lakers,Suns,2021-12-22T03:00:00+00:00,90,108,L,34:00,13,19,68.4,2,5,40.0,11,14,78.6,0,6,6,100.0,0,7,7,2,2,2,0,1.0,1,0,0,0,34,False,False,73.7,40,29.0,4,1,14,9,7,77.8,2,21.64,78.6,0,0,4,100.0,8.0,4.0,4.0,100.0,98.8312455435965,141.603301019724,73.0,73.0,20.1680672268908,0.0,9.88235294117647,2.62409796632408,8.46023688663283,1.0,1.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,False,sr:player:608028,2544,Lakers,Spurs,2021-12-24T03:30:00+00:00,110,138,L,34:40,15,26,57.7,2,7,28.6,13,19,68.4,1,4,6,66.7,2,7,9,6,3,1,2,2.0,2,0,0,-23,36,False,False,61.5,40,29.3,5,0,22,16,11,68.8,2,28.64,62.8,0,0,5,100.0,7.0,5.0,3.0,60.0,130.707990323009,123.014559692826,106.0,83.0,21.0702341137124,5.32544378698225,12.7158555729984,1.33753418142908,9.48166877370417,2.0,2.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,True,sr:player:608028,2544,Lakers,Nets,2021-12-26T01:00:00+00:00,115,122,L,39:53,14,25,56.0,3,9,33.3,11,16,68.8,1,8,9,88.9,1,8,9,7,3,3,1,2.33,2,0,0,9,39,False,False,62.0,48,34.6,7,0,18,12,9,75.0,2,28.96,67.3,0,0,1,0.0,5.0,3.0,2.0,66.7,111.643944026335,129.394819252386,96.0,105.0,23.4831265989216,2.56066008126539,12.3086274360825,3.3781163122981,9.38673341677096,1.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,C,C,True,True,True,True,sr:player:608028,2544,Lakers,Rockets,2021-12-29T01:00:00+00:00,123,132,L,39:27,11,19,57.9,3,5,60.0,8,14,57.1,0,7,9,77.8,4,6,10,11,3,1,2,3.67,3,0,0,6,32,True,True,65.8,47,32.8,7,1,12,9,6,66.7,2,22.96,69.7,0,0,4,33.3,0.0,1.0,0.0,0.0,117.234170660831,148.473875095283,101.0,107.0,19.2115269161497,12.1673003802281,15.5991030515745,1.16993272886809,11.5562403697997,3.0,1.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,True,sr:player:608028,2544,Lakers,Grizzlies,2021-12-30T01:00:00+00:00,104,99,W,37:57,13,25,52.0,8,14,57.1,5,11,45.5,2,3,3,100.0,2,11,13,7,5,2,2,1.4,1,0,0,0,37,True,False,68.0,45,32.3,4,0,4,6,2,33.3,10,26.32,70.3,0,0,0,0.0,5.0,3.0,1.0,33.3,98.5429836716198,122.602459335532,82.0,82.0,30.9178743961353,6.83687640209379,20.0520582280922,2.58760665791193,15.9642401021711,4.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,C,C,True,True,True,False,sr:player:608028,2544,Lakers,Trail Blazers,2022-01-01T03:30:00+00:00,139,106,W,29:18,16,26,61.5,5,10,50.0,11,16,68.8,0,6,9,66.7,2,12,14,4,0,2,2,0.0,1,0,0,18,43,True,False,71.2,57,40.8,6,0,20,14,10,71.4,6,29.96,71.8,0,0,0,0.0,9.0,6.0,4.0,66.7,87.3511983725463,145.892395092919,74.0,92.0,31.2042905899561,8.62223818932998,22.7080728550671,3.21598990179171,0.0,2.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,C,C,True,True,True,True,sr:player:608028,2544,Lakers,Timberwolves,2022-01-03T02:30:00+00:00,108,103,W,39:13,7,15,46.7,3,9,33.3,4,6,66.7,1,9,12,75.0,0,7,7,5,1,3,1,5.0,2,0,0,9,26,False,False,56.7,36,24.6,9,0,6,5,3,60.0,0,20.28,64.1,0,0,3,100.0,2.0,1.0,1.0,100.0,96.3988051268962,130.456726553349,87.0,96.0,19.4722404667156,0.0,10.1997450063748,3.56357550688562,4.69924812030075,1.0,1.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,C,C,True,True,True,False,sr:player:608028,2544,Lakers,Kings,2022-01-05T03:30:00+00:00,122,114,W,36:28,12,26,46.2,3,10,30.0,9,16,56.3,2,4,5,80.0,2,3,5,5,2,0,1,2.5,3,0,0,3,31,False,False,51.9,24,20.5,4,0,18,13,9,69.2,7,28.2,55.0,0,0,4,66.7,2.0,2.0,1.0,50.0,117.929196036962,117.521773675523,95.0,98.0,10.1207639068257,5.26279723154937,7.39156914543451,0.0,6.62251655629139,3.0,2.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,C,C,True,True,True,False,sr:player:608028,2544,Lakers,Hawks,2022-01-08T03:00:00+00:00,134,118,W,36:30,13,24,54.2,1,6,16.7,12,18,66.7,0,5,5,100.0,1,7,8,9,4,4,3,2.25,4,0,0,4,32,False,False,56.3,41,30.0,4,2,20,10,10,100.0,8,26.2,61.1,0,0,2,50.0,6.0,3.0,3.0,100.0,98.9836687227306,116.419959412797,90.0,94.0,17.7028451001054,2.68381325132793,10.4163841041638,4.7872897457251,13.2450331125828,2.0,1.0,,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,C,C,True,True,True,False,sr:player:608028,2544,Lakers,Grizzlies,2022-01-10T02:30:00+00:00,119,127,L,33:22,14,19,73.7,3,4,75.0,11,15,73.3,1,4,4,100.0,6,3,9,7,3,0,0,2.33,4,0,0,-30,35,False,False,81.6,45,32.7,7,0,22,15,11,73.3,5,20.76,84.3,0,0,7,50.0,0.0,1.0,0.0,0.0,128.445253394214,157.374130214446,106.0,76.0,11.6640116640117,16.9242522183699,14.7125601671056,0.0,12.6262626262626,6.0,3.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,C,C,True,True,True,True,sr:player:608028,2544,Lakers,Kings,2022-01-13T03:00:00+00:00,125,116,W,38:56,13,29,44.8,3,12,25.0,10,17,58.8,2,5,10,50.0,1,6,7,6,1,0,1,6.0,2,0,0,-12,34,False,False,50.0,27,22.5,5,0,16,10,8,80.0,8,33.4,50.9,0,0,5,33.3,4.0,4.0,2.0,50.0,124.642220262307,113.811762572285,107.0,95.0,19.4664744051911,2.3709167544784,9.58904109589041,0.0,2.90697674418605,3.0,1.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,False,sr:player:608028,2544,Lakers,Nuggets,2022-01-16T02:00:00+00:00,133,96,W,30:42,9,23,39.1,2,8,25.0,7,15,46.7,2,5,7,71.4,1,8,9,2,1,0,2,2.0,0,0,0,-17,25,False,False,43.5,25,16.6,6,0,14,12,7,58.3,3,26.08,47.9,0,0,0,0.0,4.0,2.0,2.0,100.0,134.679200188856,96.9174380014939,77.0,60.0,29.7812936249418,3.12703583061889,15.2952839541141,0.0,3.69276218611521,0.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,False,sr:player:608028,2544,Lakers,Jazz,2022-01-18T03:30:00+00:00,101,95,W,37:17,9,20,45.0,3,8,37.5,6,12,50.0,1,4,8,50.0,0,7,7,7,1,1,1,7.0,1,0,0,11,25,False,False,52.5,30,20.3,7,0,8,7,4,57.1,2,23.52,53.1,0,0,0,0.0,9.0,4.0,4.0,100.0,94.3595650528216,117.434712165176,72.0,83.0,20.9582080233135,0.0,10.1258757865447,1.26765732431565,4.07830342577488,1.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Pacers,2022-01-20T03:30:00+00:00,104,111,L,37:24,11,22,50.0,3,7,42.9,8,15,53.3,2,5,7,71.4,1,11,12,5,3,2,0,1.67,1,0,0,-20,30,True,False,56.8,36,24.3,6,0,16,12,8,66.7,4,25.08,59.8,0,0,7,66.7,5.0,2.0,2.0,100.0,109.132883474408,116.260716065464,90.0,70.0,33.6123968630976,2.78996179496067,17.5006694411169,2.68490047213788,10.6837606837607,3.0,2.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Magic,2022-01-22T00:00:00+00:00,105,116,L,33:36,12,23,52.2,2,7,28.6,10,16,62.5,3,3,3,100.0,1,6,7,5,6,1,1,0.83,3,0,0,5,29,False,False,56.5,23,18.2,3,1,16,12,8,66.7,9,24.32,59.6,0,0,3,50.0,6.0,4.0,3.0,75.0,97.9968446258654,102.189238899072,76.0,81.0,21.4192217682758,3.56987029471263,12.4945460314942,1.31293501092778,19.7889182058047,2.0,1.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Heat,2022-01-23T23:00:00+00:00,113,107,W,39:52,12,22,54.5,1,8,12.5,11,14,78.6,1,8,11,72.7,2,9,11,4,3,2,0,1.33,4,0,0,-8,33,True,False,56.8,38,25.5,9,1,20,12,10,83.3,5,26.84,61.5,0,0,5,66.7,7.0,3.0,3.0,100.0,111.834919498815,118.596531095121,89.0,81.0,29.2868118955076,6.02006688963211,17.2001911132346,2.41285246077439,10.0536193029491,3.0,2.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Nets,2022-01-26T00:30:00+00:00,96,106,L,34:27,14,21,66.7,2,8,25.0,12,13,92.3,0,3,3,100.0,0,7,7,6,0,3,2,0.0,1,0,0,10,33,False,False,71.4,46,34.2,3,0,20,10,10,100.0,13,22.32,73.9,0,0,0,0.0,11.0,5.0,5.0,100.0,91.3066593065455,151.314264529834,69.0,79.0,21.2027513093961,0.0,11.2106501176117,4.23588464980118,0.0,0.0,0.0,0.0,,,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,76ers,2022-01-28T00:30:00+00:00,105,87,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Left Knee; Soreness,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Hornets,2022-01-29T00:30:00+00:00,117,114,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Left Knee Soreness/Effusion,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Hawks,2022-01-30T18:00:00+00:00,129,121,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Left Knee; Soreness/effusion,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Trail Blazers,2022-02-03T03:30:00+00:00,99,94,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Left Knee; Soreness/effusion,,
LeBron James,6,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,False,sr:player:608028,2544,Lakers,Clippers,2022-02-04T03:00:00+00:00,111,110,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Left Knee; Soreness/effusion,,
